BU,Region,Month,FY,Revenue_Budget,Revenue_Actual,DirectCost_Budget,DirectCost_Actual,Salaries_Budget,Salaries_Actual,Marketing_Budget,Marketing_Actual,Travel_Budget,Travel_Actual,ITSoftware_Budget,ITSoftware_Actual,Facilities_Budget,Facilities_Actual,ProfFees_Budget,ProfFees_Actual,DA_Budget,DA_Actual
Banking & Financial Services,UK,2024-05,FY24,180788.0,175408.0,99144.0,101354.0,29238.0,29971.0,6258.0,5420.0,1999.0,2437.0,3870.0,4096.0,3550.0,3513.0,1924.0,1573.0,4110.0,4231.0
Banking & Financial Services,UK,2024-06,FY24,173516.0,176571.0,103497.0,105600.0,27830.0,29018.0,3693.0,3824.0,2357.0,2726.0,3266.0,3095.0,3070.0,3111.0,1811.0,1793.0,3655.0,3546.0
Banking & Financial Services,UK,2024-07,FY24,173478.0,176444.0,96486.0,95776.0,25262.0,25751.0,4913.0,4777.0,1420.0,1387.0,3284.0,3375.0,2532.0,2503.0,1345.0,1389.0,3616.0,3703.0
Banking & Financial Services,UK,2024-08,FY24,190921.0,180560.0,109649.0,101619.0,28910.0,28484.0,4681.0,4671.0,1612.0,1640.0,4241.0,4271.0,2409.0,2349.0,1428.0,1678.0,4952.0,4862.0
Banking & Financial Services,UK,2024-09,FY24,189629.0,194181.0,113195.0,115254.0,30076.0,31834.0,4730.0,4495.0,2599.0,3196.0,5261.0,4969.0,2762.0,2886.0,1366.0,1350.0,5622.0,5780.0
Banking & Financial Services,UK,2024-10,FY24,182897.0,178716.0,104153.0,103343.0,26936.0,27242.0,5898.0,5709.0,1609.0,1741.0,4375.0,4455.0,3192.0,3208.0,2143.0,2308.0,4954.0,4936.0
Banking & Financial Services,UK,2024-11,FY24,182596.0,178466.0,107574.0,108672.0,27805.0,28498.0,5387.0,4970.0,2303.0,2666.0,4728.0,4413.0,3638.0,3630.0,1535.0,1695.0,5333.0,5394.0
Banking & Financial Services,UK,2024-12,FY24,202150.0,195335.0,113522.0,114534.0,31557.0,32826.0,4301.0,4648.0,2548.0,2491.0,4947.0,4591.0,4016.0,4087.0,1698.0,2125.0,5995.0,5970.0
Banking & Financial Services,UK,2025-01,FY24,172596.0,177742.0,98490.0,102483.0,27169.0,28073.0,4606.0,4456.0,2314.0,2532.0,3971.0,3900.0,2105.0,2022.0,1466.0,2019.0,3652.0,3749.0
Banking & Financial Services,UK,2025-02,FY24,172440.0,176422.0,97829.0,98384.0,26640.0,27236.0,4582.0,4852.0,1764.0,1676.0,4501.0,4234.0,3241.0,3289.0,1735.0,1559.0,5145.0,5066.0
Banking & Financial Services,UK,2025-03,FY24,182492.0,190251.0,104676.0,114439.0,26818.0,27208.0,4155.0,4330.0,2012.0,1639.0,4406.0,4210.0,3054.0,3020.0,1867.0,1724.0,5023.0,5116.0
Banking & Financial Services,UK,2025-04,FY25,165192.0,173483.0,97846.0,100909.0,24742.0,25245.0,3954.0,4384.0,1932.0,2163.0,3960.0,4079.0,2758.0,2716.0,1829.0,2141.0,4648.0,4705.0
Banking & Financial Services,UK,2025-05,FY25,175664.0,173283.0,95752.0,92149.0,25214.0,25305.0,3996.0,4228.0,2033.0,2052.0,3404.0,3367.0,2369.0,2401.0,1785.0,2119.0,5270.0,5287.0
Banking & Financial Services,UK,2025-06,FY25,166895.0,174424.0,93273.0,97926.0,23634.0,23858.0,3362.0,2995.0,2288.0,2933.0,3848.0,3883.0,2917.0,2892.0,1842.0,2014.0,3476.0,3378.0
Banking & Financial Services,UK,2025-07,FY25,173052.0,177480.0,96302.0,99987.0,25101.0,25611.0,5388.0,5818.0,2050.0,1756.0,3313.0,3510.0,3216.0,3173.0,1892.0,1561.0,4705.0,4718.0
Banking & Financial Services,UK,2025-08,FY25,173531.0,182225.0,102349.0,110678.0,25844.0,27910.0,4641.0,4430.0,2380.0,2426.0,4848.0,5137.0,2411.0,2486.0,1653.0,1670.0,4704.0,4741.0
Banking & Financial Services,UK,2025-09,FY25,187937.0,196441.0,103816.0,106617.0,26646.0,26875.0,4551.0,4604.0,1929.0,2222.0,3927.0,3802.0,3545.0,3717.0,1894.0,1623.0,5568.0,5663.0
Banking & Financial Services,UK,2025-10,FY25,196327.0,185372.0,116230.0,107213.0,32587.0,32504.0,6022.0,6615.0,2617.0,2978.0,4495.0,4603.0,2778.0,2754.0,1710.0,2018.0,5654.0,5516.0
Banking & Financial Services,UK,2025-11,FY25,181816.0,186787.0,108395.0,111070.0,30637.0,30821.0,3643.0,3943.0,2387.0,2782.0,4106.0,4268.0,2703.0,2585.0,1674.0,1558.0,4417.0,4341.0
Banking & Financial Services,UK,2025-12,FY25,210164.0,202197.0,117748.0,115083.0,32992.0,33764.0,5287.0,5577.0,1753.0,1490.0,5430.0,5445.0,2731.0,2829.0,1817.0,1454.0,6217.0,6106.0
Banking & Financial Services,UK,2026-01,FY25,180723.0,189075.0,104639.0,107196.0,30358.0,30362.0,5389.0,4985.0,1916.0,2399.0,3552.0,3521.0,2610.0,2662.0,1338.0,1597.0,4886.0,4740.0
Banking & Financial Services,UK,2026-02,FY25,181839.0,190223.0,100661.0,107965.0,25508.0,26695.0,5866.0,6725.0,1992.0,1725.0,3402.0,3364.0,3245.0,3116.0,1433.0,1904.0,3886.0,3950.0
Banking & Financial Services,UK,2026-03,FY25,200703.0,209945.0,120337.0,123179.0,31293.0,30383.0,5971.0,5864.0,2621.0,2920.0,3916.0,3893.0,3511.0,3637.0,1309.0,1126.0,5524.0,5554.0
Banking & Financial Services,USA,2023-04,FY23,148969.0,155698.0,82919.0,84206.0,23329.0,24169.0,4337.0,4700.0,1912.0,2340.0,3662.0,3568.0,2405.0,2407.0,1562.0,1527.0,3061.0,3134.0
Banking & Financial Services,USA,2023-05,FY23,159552.0,159650.0,87237.0,88086.0,25180.0,25888.0,5531.0,6339.0,2319.0,2008.0,4245.0,4340.0,2381.0,2425.0,1687.0,2316.0,4420.0,4292.0
Banking & Financial Services,USA,2023-06,FY23,153489.0,157998.0,83251.0,83014.0,25123.0,25769.0,4517.0,4518.0,1674.0,1927.0,2889.0,2937.0,2598.0,2540.0,1206.0,1335.0,3382.0,3445.0
Banking & Financial Services,USA,2023-07,FY23,157258.0,159347.0,90904.0,95574.0,25229.0,24656.0,4793.0,5124.0,2190.0,1815.0,2966.0,2961.0,2457.0,2484.0,1235.0,1538.0,4310.0,4212.0
Banking & Financial Services,USA,2023-08,FY23,165722.0,161809.0,91119.0,93442.0,25801.0,27249.0,5106.0,4596.0,1473.0,1754.0,3428.0,3701.0,3011.0,2869.0,1797.0,1731.0,3420.0,3464.0
Banking & Financial Services,USA,2023-09,FY23,171301.0,180460.0,97181.0,102017.0,26550.0,27409.0,4371.0,4050.0,1494.0,1624.0,4322.0,4154.0,2753.0,2627.0,1915.0,1813.0,4234.0,4204.0
Banking & Financial Services,USA,2023-10,FY23,170703.0,162305.0,100962.0,97236.0,28579.0,30050.0,4488.0,4248.0,1863.0,2161.0,3536.0,3303.0,2558.0,2559.0,1948.0,1768.0,4787.0,4925.0
Banking & Financial Services,USA,2023-11,FY23,157812.0,166421.0,89622.0,93532.0,26093.0,26250.0,4466.0,3807.0,1484.0,1606.0,3320.0,3427.0,2479.0,2502.0,1414.0,1787.0,3465.0,3548.0
Banking & Financial Services,USA,2023-12,FY23,181247.0,186965.0,97943.0,101126.0,26641.0,26857.0,5907.0,6575.0,2657.0,2128.0,4454.0,4778.0,3229.0,3101.0,1664.0,1569.0,4517.0,4398.0
Banking & Financial Services,USA,2024-01,FY23,178350.0,173932.0,97304.0,99427.0,29770.0,30579.0,5442.0,5234.0,2643.0,2227.0,3381.0,3192.0,3310.0,3169.0,1678.0,1780.0,5287.0,5203.0
Banking & Financial Services,USA,2024-02,FY23,169637.0,173488.0,99755.0,104628.0,27491.0,27628.0,4085.0,3564.0,1598.0,1902.0,4045.0,3835.0,2259.0,2251.0,1432.0,1606.0,5029.0,4941.0
Banking & Financial Services,USA,2024-03,FY23,186017.0,191415.0,101788.0,102421.0,29871.0,31690.0,5665.0,4884.0,2577.0,2484.0,3518.0,3394.0,2762.0,2766.0,1872.0,1790.0,5563.0,5406.0
Banking & Financial Services,USA,2024-04,FY24,172936.0,173934.0,101148.0,100426.0,26608.0,28163.0,3821.0,3262.0,2389.0,3085.0,3339.0,3567.0,2590.0,2624.0,1707.0,1962.0,3906.0,3979.0
Banking & Financial Services,USA,2024-05,FY24,162833.0,171813.0,96747.0,102456.0,23426.0,25055.0,5282.0,5015.0,1351.0,1392.0,3205.0,3280.0,3024.0,2992.0,1006.0,1217.0,3538.0,3477.0
Banking & Financial Services,USA,2024-06,FY24,166349.0,170863.0,98646.0,98201.0,26379.0,26301.0,4063.0,3956.0,1972.0,1638.0,3460.0,3269.0,2262.0,2349.0,1523.0,1795.0,4661.0,4743.0
Banking & Financial Services,USA,2024-07,FY24,181375.0,175440.0,101851.0,99785.0,28030.0,30003.0,4994.0,4827.0,1679.0,1611.0,3662.0,3959.0,3306.0,3160.0,2167.0,2422.0,5018.0,5168.0
Banking & Financial Services,USA,2024-08,FY24,171391.0,180030.0,99306.0,103110.0,28192.0,30191.0,3572.0,4104.0,1634.0,1999.0,4452.0,4380.0,3207.0,3318.0,1209.0,1397.0,4810.0,4867.0
Banking & Financial Services,USA,2024-09,FY24,191963.0,203483.0,111729.0,124005.0,30121.0,31083.0,4381.0,5022.0,2720.0,2845.0,4049.0,4083.0,2442.0,2377.0,1404.0,1567.0,3841.0,3937.0
Banking & Financial Services,USA,2024-10,FY24,175261.0,183393.0,102180.0,111678.0,28976.0,29138.0,3563.0,3656.0,2527.0,3000.0,4638.0,4985.0,3450.0,3406.0,2042.0,2118.0,3682.0,3638.0
Banking & Financial Services,USA,2024-11,FY24,174524.0,182004.0,104177.0,112208.0,29463.0,30683.0,3947.0,4502.0,2243.0,2836.0,4515.0,4335.0,2917.0,2822.0,1368.0,1660.0,3713.0,3764.0
Banking & Financial Services,USA,2024-12,FY24,217088.0,205996.0,122328.0,122199.0,36678.0,35708.0,6303.0,7099.0,3207.0,2920.0,5135.0,5590.0,2849.0,2919.0,1613.0,2241.0,4706.0,4815.0
Banking & Financial Services,USA,2025-01,FY24,189444.0,184810.0,109564.0,111381.0,29061.0,29037.0,4498.0,3915.0,1856.0,1585.0,3412.0,3376.0,3384.0,3543.0,2142.0,2347.0,4506.0,4518.0
Banking & Financial Services,USA,2025-02,FY24,182699.0,183150.0,108129.0,110694.0,29344.0,28989.0,3856.0,4256.0,1839.0,1764.0,5027.0,4692.0,2441.0,2411.0,1899.0,2143.0,5295.0,5166.0
Banking & Financial Services,USA,2025-03,FY24,207191.0,204403.0,117884.0,112527.0,34865.0,34452.0,6909.0,6198.0,1804.0,1629.0,4123.0,4311.0,3683.0,3768.0,1573.0,1524.0,4636.0,4511.0
Banking & Financial Services,USA,2025-04,FY25,194609.0,186983.0,106882.0,102328.0,29742.0,29813.0,5825.0,6000.0,1829.0,1487.0,3835.0,3730.0,2463.0,2548.0,1528.0,1587.0,4844.0,4891.0
Banking & Financial Services,USA,2025-05,FY25,186207.0,185226.0,102617.0,106573.0,28133.0,28669.0,4460.0,4413.0,1785.0,1668.0,3467.0,3659.0,3229.0,3095.0,1501.0,1688.0,5532.0,5562.0
Banking & Financial Services,USA,2025-06,FY25,194581.0,186936.0,114629.0,110299.0,30367.0,32352.0,5277.0,5881.0,2205.0,1851.0,5259.0,5514.0,3117.0,3242.0,2102.0,2536.0,5099.0,4983.0
Banking & Financial Services,USA,2025-07,FY25,182729.0,190195.0,109466.0,119380.0,30014.0,29530.0,4815.0,5520.0,2019.0,2622.0,4435.0,4746.0,2570.0,2676.0,2099.0,1764.0,4364.0,4337.0
Banking & Financial Services,USA,2025-08,FY25,185100.0,190208.0,105042.0,112444.0,30282.0,31449.0,5153.0,5029.0,2018.0,1764.0,4420.0,4670.0,3613.0,3767.0,1736.0,1494.0,4232.0,4241.0
Banking & Financial Services,USA,2025-09,FY25,207916.0,210163.0,117053.0,119217.0,32907.0,32055.0,5017.0,4481.0,2549.0,2923.0,3823.0,4129.0,3046.0,2966.0,2178.0,2946.0,6023.0,5850.0
Banking & Financial Services,USA,2025-10,FY25,189549.0,194137.0,105545.0,108989.0,30496.0,29911.0,6261.0,5574.0,2809.0,2870.0,4977.0,4820.0,2907.0,2949.0,1351.0,1252.0,5353.0,5430.0
Banking & Financial Services,USA,2025-11,FY25,206243.0,197539.0,121531.0,117541.0,29858.0,29984.0,5693.0,5071.0,2879.0,3569.0,3772.0,3601.0,3849.0,3979.0,1546.0,1660.0,6018.0,6092.0
Banking & Financial Services,USA,2025-12,FY25,226099.0,217650.0,128946.0,126689.0,32494.0,31628.0,5785.0,5948.0,2090.0,2582.0,5397.0,5305.0,3009.0,3128.0,2373.0,2879.0,5167.0,5132.0
Banking & Financial Services,USA,2026-01,FY25,197553.0,195855.0,118116.0,121577.0,31494.0,32897.0,4748.0,4619.0,1608.0,1914.0,5072.0,4674.0,3811.0,3867.0,1898.0,1528.0,4450.0,4531.0
Banking & Financial Services,USA,2026-02,FY25,206673.0,195705.0,119574.0,113461.0,31268.0,31529.0,4915.0,4866.0,2633.0,3192.0,4541.0,4261.0,3326.0,3380.0,2286.0,2342.0,5471.0,5507.0
Banking & Financial Services,USA,2026-03,FY25,205691.0,215842.0,111861.0,123731.0,32750.0,34871.0,4920.0,5232.0,2930.0,2782.0,4011.0,4243.0,3949.0,4070.0,2224.0,2580.0,5472.0,5531.0
Banking & Financial Services,Rest of GCC,2023-04,FY23,99602.0,102563.0,56286.0,57900.0,14050.0,14723.0,2847.0,2582.0,1303.0,1187.0,2325.0,2467.0,1918.0,1951.0,901.0,1178.0,2829.0,2893.0
Banking & Financial Services,Rest of GCC,2023-05,FY23,97307.0,102244.0,53293.0,55274.0,15983.0,16845.0,2213.0,2332.0,1007.0,851.0,2097.0,2210.0,1407.0,1448.0,777.0,743.0,2232.0,2279.0
Banking & Financial Services,Rest of GCC,2023-06,FY23,107655.0,103121.0,61903.0,62103.0,15302.0,16340.0,2961.0,3287.0,1149.0,1091.0,1996.0,2143.0,1410.0,1368.0,910.0,1039.0,3129.0,3121.0
Banking & Financial Services,Rest of GCC,2023-07,FY23,106039.0,103364.0,62217.0,61100.0,16853.0,16675.0,3130.0,2665.0,1051.0,1241.0,2087.0,2207.0,1688.0,1732.0,692.0,809.0,2793.0,2777.0
Banking & Financial Services,Rest of GCC,2023-08,FY23,104827.0,106316.0,56844.0,56585.0,15849.0,15398.0,2603.0,2863.0,978.0,1113.0,2544.0,2454.0,1840.0,1811.0,710.0,731.0,2714.0,2660.0
Banking & Financial Services,Rest of GCC,2023-09,FY23,114938.0,117790.0,64072.0,67593.0,18148.0,18278.0,3830.0,4399.0,1195.0,1495.0,2482.0,2368.0,2251.0,2345.0,968.0,907.0,3135.0,3066.0
Banking & Financial Services,Rest of GCC,2023-10,FY23,112029.0,110836.0,61632.0,60790.0,17870.0,17407.0,3714.0,3442.0,1316.0,1085.0,3131.0,3254.0,1930.0,1837.0,1136.0,1193.0,2667.0,2675.0
Banking & Financial Services,Rest of GCC,2023-11,FY23,107151.0,111805.0,62331.0,66326.0,15969.0,16652.0,3208.0,2987.0,1311.0,1139.0,2819.0,2647.0,1902.0,1829.0,716.0,618.0,2356.0,2314.0
Banking & Financial Services,Rest of GCC,2023-12,FY23,121463.0,121127.0,67060.0,68712.0,18081.0,17617.0,3334.0,3042.0,1765.0,1704.0,2190.0,2280.0,2339.0,2417.0,1216.0,1082.0,2539.0,2541.0
Banking & Financial Services,Rest of GCC,2024-01,FY23,108478.0,113929.0,60244.0,62309.0,18404.0,18451.0,2925.0,2574.0,1000.0,820.0,2268.0,2414.0,1573.0,1611.0,713.0,895.0,2219.0,2266.0
Banking & Financial Services,Rest of GCC,2024-02,FY23,111216.0,115794.0,62442.0,65231.0,17645.0,18821.0,2379.0,2604.0,1032.0,1032.0,3072.0,2977.0,1678.0,1737.0,1201.0,1428.0,3111.0,3039.0
Banking & Financial Services,Rest of GCC,2024-03,FY23,120884.0,127644.0,72113.0,74610.0,18432.0,19077.0,3872.0,4079.0,1120.0,1109.0,2609.0,2414.0,2113.0,2185.0,1431.0,1257.0,3530.0,3448.0
Banking & Financial Services,Rest of GCC,2024-04,FY24,112112.0,118572.0,62300.0,65382.0,18065.0,18870.0,3533.0,3614.0,1340.0,1727.0,2769.0,2716.0,1815.0,1851.0,737.0,882.0,2521.0,2498.0
Banking & Financial Services,Rest of GCC,2024-05,FY24,118909.0,120575.0,70197.0,72135.0,20171.0,19687.0,3526.0,3163.0,1658.0,2033.0,3174.0,2963.0,1895.0,1846.0,1406.0,1167.0,2643.0,2666.0
Banking & Financial Services,Rest of GCC,2024-06,FY24,117425.0,121282.0,66644.0,71266.0,18018.0,19175.0,3136.0,2777.0,1348.0,1519.0,2234.0,2221.0,1932.0,1835.0,769.0,894.0,3075.0,3039.0
Banking & Financial Services,Rest of GCC,2024-07,FY24,118198.0,122508.0,68589.0,74461.0,17836.0,17407.0,2759.0,2721.0,1409.0,1564.0,2687.0,2790.0,2095.0,2014.0,1248.0,1164.0,2767.0,2822.0
Banking & Financial Services,Rest of GCC,2024-08,FY24,122858.0,126003.0,70191.0,73891.0,17369.0,17162.0,2716.0,2893.0,1603.0,1368.0,2962.0,2825.0,2389.0,2363.0,1074.0,1363.0,3338.0,3259.0
Banking & Financial Services,Rest of GCC,2024-09,FY24,144375.0,137344.0,85217.0,82364.0,23557.0,24018.0,4313.0,4903.0,1291.0,1355.0,3364.0,3124.0,2813.0,2908.0,1285.0,1420.0,4217.0,4135.0
Banking & Financial Services,Rest of GCC,2024-10,FY24,131993.0,128440.0,72293.0,70266.0,20857.0,22256.0,3638.0,3512.0,1961.0,2467.0,3382.0,3278.0,2601.0,2723.0,1151.0,1013.0,3185.0,3223.0
Banking & Financial Services,Rest of GCC,2024-11,FY24,127822.0,130983.0,74404.0,79261.0,20625.0,22129.0,3769.0,3431.0,1581.0,1495.0,2742.0,2854.0,2537.0,2575.0,1502.0,1656.0,3444.0,3407.0
Banking & Financial Services,Rest of GCC,2024-12,FY24,138558.0,141059.0,78815.0,81441.0,22171.0,22524.0,4326.0,4769.0,1386.0,1696.0,3614.0,3665.0,1691.0,1631.0,1389.0,1278.0,3811.0,3733.0
Banking & Financial Services,Rest of GCC,2025-01,FY24,126475.0,130378.0,74666.0,78865.0,18826.0,19822.0,2591.0,2835.0,1103.0,1361.0,3212.0,3455.0,2269.0,2283.0,939.0,1193.0,3540.0,3495.0
Banking & Financial Services,Rest of GCC,2025-02,FY24,139300.0,132518.0,78461.0,78330.0,23580.0,23684.0,3940.0,3364.0,1359.0,1509.0,3595.0,3870.0,2597.0,2704.0,1425.0,1694.0,3838.0,3849.0
Banking & Financial Services,Rest of GCC,2025-03,FY24,150364.0,145541.0,89896.0,86243.0,21851.0,22836.0,3429.0,3093.0,1744.0,1724.0,3351.0,3419.0,1961.0,1977.0,1132.0,1130.0,4074.0,3990.0
Banking & Financial Services,Rest of GCC,2025-04,FY25,130952.0,133800.0,71114.0,76222.0,20752.0,21640.0,3583.0,3661.0,1376.0,1640.0,2773.0,2661.0,1764.0,1688.0,1183.0,1242.0,3322.0,3241.0
Banking & Financial Services,Rest of GCC,2025-05,FY25,129004.0,133600.0,72231.0,74543.0,18906.0,19904.0,3607.0,4144.0,1776.0,2292.0,2333.0,2427.0,2008.0,2089.0,1249.0,1465.0,3817.0,3859.0
Banking & Financial Services,Rest of GCC,2025-06,FY25,140624.0,133939.0,83910.0,79827.0,21966.0,21990.0,4735.0,5193.0,1494.0,1795.0,3158.0,2930.0,2698.0,2615.0,1277.0,1748.0,3048.0,3131.0
Banking & Financial Services,Rest of GCC,2025-07,FY25,127445.0,135453.0,69321.0,75508.0,20800.0,22155.0,3360.0,2961.0,1499.0,1726.0,3538.0,3749.0,2189.0,2285.0,1336.0,1192.0,3134.0,3102.0
Banking & Financial Services,Rest of GCC,2025-08,FY25,127325.0,134520.0,74823.0,80114.0,20022.0,19923.0,3040.0,2938.0,1580.0,1606.0,2313.0,2408.0,2073.0,2102.0,1236.0,1549.0,3292.0,3332.0
Banking & Financial Services,Rest of GCC,2025-09,FY25,152044.0,144616.0,83072.0,81811.0,22661.0,22197.0,4786.0,4697.0,1637.0,1850.0,3457.0,3512.0,1990.0,1968.0,1640.0,1849.0,4501.0,4405.0
Banking & Financial Services,Rest of GCC,2025-10,FY25,142521.0,135773.0,83760.0,82030.0,21548.0,23152.0,4034.0,4101.0,1263.0,1014.0,3416.0,3473.0,2790.0,2736.0,1495.0,2006.0,3340.0,3322.0
Banking & Financial Services,Rest of GCC,2025-11,FY25,138107.0,137899.0,75912.0,74562.0,22794.0,22597.0,3138.0,3420.0,1929.0,2364.0,3774.0,4148.0,2167.0,2178.0,1069.0,898.0,2898.0,2937.0
Banking & Financial Services,Rest of GCC,2025-12,FY25,147690.0,150750.0,80889.0,84490.0,21120.0,21926.0,4948.0,4678.0,1647.0,1825.0,3110.0,3188.0,2440.0,2407.0,1166.0,1232.0,2961.0,2916.0
Banking & Financial Services,Rest of GCC,2026-01,FY25,142969.0,138970.0,80944.0,81738.0,20592.0,21635.0,4742.0,4689.0,1503.0,1432.0,3362.0,3199.0,2409.0,2491.0,1594.0,1409.0,3629.0,3577.0
Banking & Financial Services,Rest of GCC,2026-02,FY25,135254.0,142496.0,73649.0,74875.0,20993.0,20435.0,3886.0,3775.0,1641.0,2056.0,3181.0,3238.0,2704.0,2696.0,1441.0,1469.0,3007.0,3056.0
Banking & Financial Services,Rest of GCC,2026-03,FY25,153364.0,157309.0,87093.0,90201.0,23297.0,23885.0,4592.0,5071.0,2093.0,2317.0,3015.0,3053.0,2388.0,2311.0,1793.0,2144.0,4551.0,4615.0
Healthcare & Life Sciences,UAE,2023-04,FY23,269116.0,269516.0,146338.0,146143.0,38022.0,37746.0,9047.0,8670.0,3038.0,3121.0,4969.0,5449.0,3927.0,4007.0,2457.0,3189.0,7629.0,7521.0
Healthcare & Life Sciences,UAE,2023-05,FY23,261468.0,272118.0,151448.0,157144.0,41730.0,44313.0,7256.0,6987.0,3752.0,3970.0,5629.0,6058.0,4156.0,4149.0,2517.0,2771.0,5593.0,5481.0
Healthcare & Life Sciences,UAE,2023-06,FY23,274262.0,269620.0,151582.0,146144.0,41377.0,43400.0,5972.0,5489.0,3751.0,4352.0,6257.0,6296.0,3753.0,3626.0,3017.0,2454.0,5604.0,5629.0
Healthcare & Life Sciences,UAE,2023-07,FY23,272225.0,268058.0,147642.0,147691.0,38568.0,38507.0,6180.0,7030.0,3320.0,3592.0,4951.0,5196.0,4708.0,4606.0,1773.0,1896.0,8147.0,8327.0
Healthcare & Life Sciences,UAE,2023-08,FY23,277176.0,266607.0,159667.0,158839.0,45627.0,45171.0,8286.0,7701.0,3622.0,3518.0,6246.0,6410.0,3836.0,3792.0,1844.0,1699.0,7926.0,7928.0
Healthcare & Life Sciences,UAE,2023-09,FY23,272802.0,284778.0,148889.0,156506.0,43223.0,42112.0,8664.0,8673.0,2407.0,2506.0,5266.0,5417.0,5080.0,5282.0,2905.0,3456.0,6880.0,6826.0
Healthcare & Life Sciences,UAE,2023-10,FY23,265968.0,265020.0,147285.0,152091.0,43535.0,44055.0,7669.0,8224.0,3546.0,4072.0,5047.0,4765.0,4207.0,4094.0,2967.0,2878.0,7651.0,7609.0
Healthcare & Life Sciences,UAE,2023-11,FY23,270402.0,263782.0,158825.0,157284.0,38812.0,37678.0,8063.0,8517.0,2761.0,2709.0,5286.0,5483.0,3793.0,3928.0,2310.0,2355.0,6153.0,6220.0
Healthcare & Life Sciences,UAE,2023-12,FY23,282578.0,285551.0,165881.0,168804.0,42699.0,44024.0,6727.0,6337.0,2942.0,3391.0,7166.0,7696.0,4881.0,5002.0,2453.0,2992.0,6109.0,6004.0
Healthcare & Life Sciences,UAE,2024-01,FY23,264379.0,269606.0,151498.0,158498.0,42619.0,42094.0,9113.0,7761.0,2284.0,1993.0,7207.0,7195.0,3308.0,3216.0,1713.0,1409.0,6304.0,6487.0
Healthcare & Life Sciences,UAE,2024-02,FY23,273654.0,272966.0,159457.0,161751.0,46076.0,48851.0,8101.0,7953.0,2576.0,2907.0,7126.0,6923.0,3357.0,3390.0,2489.0,2337.0,5937.0,5772.0
Healthcare & Life Sciences,UAE,2024-03,FY23,272100.0,289458.0,149504.0,167679.0,44458.0,44851.0,7055.0,7237.0,3163.0,3696.0,5085.0,4761.0,3884.0,4012.0,3126.0,3154.0,8063.0,7955.0
Healthcare & Life Sciences,UAE,2024-04,FY24,265452.0,275553.0,158152.0,166580.0,39243.0,39823.0,5733.0,4998.0,2670.0,3400.0,6910.0,7547.0,5046.0,5204.0,2508.0,3051.0,7873.0,7903.0
Healthcare & Life Sciences,UAE,2024-05,FY24,289394.0,280721.0,172963.0,168606.0,44515.0,46053.0,5907.0,5227.0,2452.0,2738.0,8086.0,8424.0,4005.0,3931.0,3395.0,3768.0,5816.0,5932.0
Healthcare & Life Sciences,UAE,2024-06,FY24,266401.0,280080.0,154625.0,168461.0,37904.0,40650.0,7232.0,6914.0,3799.0,3550.0,7318.0,7632.0,5136.0,5135.0,1918.0,2381.0,7653.0,7518.0
Healthcare & Life Sciences,UAE,2024-07,FY24,270550.0,278928.0,156139.0,157571.0,38743.0,41502.0,8154.0,8554.0,3327.0,3933.0,6335.0,5876.0,4290.0,4342.0,2423.0,3371.0,7838.0,8011.0
Healthcare & Life Sciences,UAE,2024-08,FY24,297354.0,281019.0,176914.0,165513.0,43611.0,45069.0,6189.0,6745.0,3374.0,3611.0,6847.0,6784.0,5201.0,5032.0,3526.0,4298.0,7315.0,7398.0
Healthcare & Life Sciences,UAE,2024-09,FY24,285011.0,295259.0,163842.0,168632.0,45141.0,45076.0,8045.0,7411.0,3220.0,3563.0,6173.0,6233.0,3900.0,3978.0,2347.0,3081.0,6497.0,6372.0
Healthcare & Life Sciences,UAE,2024-10,FY24,278266.0,275755.0,154080.0,148551.0,41211.0,41044.0,7369.0,7106.0,2510.0,3212.0,5425.0,5778.0,3732.0,3732.0,3332.0,4364.0,7004.0,7097.0
Healthcare & Life Sciences,UAE,2024-11,FY24,274351.0,281096.0,157403.0,163632.0,41688.0,43604.0,5734.0,6274.0,3110.0,3467.0,6172.0,6050.0,4084.0,4109.0,3180.0,3036.0,5541.0,5415.0
Healthcare & Life Sciences,UAE,2024-12,FY24,322634.0,305648.0,178074.0,171387.0,51452.0,50896.0,10229.0,9784.0,4101.0,4280.0,8184.0,8840.0,4855.0,4751.0,3159.0,2802.0,6993.0,7122.0
Healthcare & Life Sciences,UAE,2025-01,FY24,292383.0,287849.0,167915.0,171772.0,41559.0,41053.0,6849.0,6473.0,2935.0,2741.0,7148.0,6925.0,4549.0,4714.0,2391.0,2755.0,8671.0,8626.0
Healthcare & Life Sciences,UAE,2025-02,FY24,270052.0,286445.0,157620.0,170941.0,45426.0,47565.0,5725.0,5153.0,2355.0,1959.0,7234.0,7369.0,3298.0,3264.0,2860.0,2431.0,6110.0,5984.0
Healthcare & Life Sciences,UAE,2025-03,FY24,323142.0,308855.0,180495.0,170158.0,47995.0,49863.0,7099.0,7820.0,2650.0,2999.0,8597.0,8412.0,5109.0,5352.0,2987.0,2878.0,7900.0,8123.0
Healthcare & Life Sciences,UAE,2025-04,FY25,283651.0,295087.0,163342.0,173336.0,45122.0,46568.0,7900.0,8231.0,2884.0,2808.0,6636.0,7066.0,4406.0,4347.0,2144.0,2106.0,5673.0,5780.0
Healthcare & Life Sciences,UAE,2025-05,FY25,295899.0,301548.0,168116.0,165420.0,49611.0,53290.0,8035.0,6852.0,3259.0,3085.0,6010.0,5537.0,4435.0,4396.0,2771.0,2873.0,6401.0,6492.0
